id, x1, y1, x2, y22023-09-24 09:04:01.397134,468,2,599,2
2023-09-24 09:04:01.506039,228,30,319,30
2023-09-24 09:04:01.506523,180,19,255,19
2023-09-24 09:04:01.507013,220,44,311,44
2023-09-24 09:04:01.507456,0,51,77,51
2023-09-24 09:04:01.507950,447,203,597,203
2023-09-24 09:04:01.526857,361,88,449,88
2023-09-24 09:04:01.527408,48,8,151,8
2023-09-24 09:04:01.529221,548,53,599,53
2023-09-24 09:04:01.529669,220,52,313,52
2023-09-24 09:04:01.529936,0,56,71,56
2023-09-24 09:04:01.534962,544,124,579,124
2023-09-24 09:04:01.535462,216,34,319,34
2023-09-24 09:04:01.535885,468,3,511,3
2023-09-24 09:04:01.536266,533,8,599,8
2023-09-24 09:04:01.538890,448,193,591,193
2023-09-24 09:04:01.539602,519,11,599,11
2023-09-24 09:04:01.540035,0,21,27,21
2023-09-24 09:04:01.542497,0,64,59,64
2023-09-24 09:04:01.542953,396,54,438,54
2023-09-24 09:04:01.544065,462,196,597,196
2023-09-24 09:04:01.544466,36,44,89,44
2023-09-24 09:04:01.544783,0,50,79,50
2023-09-24 09:04:01.545198,0,42,39,42
2023-09-24 09:04:01.545594,52,36,99,36
2023-09-24 09:04:01.608533,540,22,587,22
2023-09-24 09:04:01.609165,376,41,430,41
2023-09-24 09:04:01.609518,46,4,151,4
2023-09-24 09:04:01.609900,524,236,599,236
2023-09-24 09:04:01.610248,128,46,145,46
2023-09-24 09:04:01.610548,520,13,583,13
2023-09-24 09:04:01.610842,52,20,113,20
2023-09-24 09:04:01.611130,465,178,582,178
2023-09-24 09:04:01.611519,0,37,23,37
2023-09-24 09:04:01.611848,243,43,297,43
2023-09-24 09:04:01.612141,66,13,151,13
2023-09-24 09:04:01.612483,469,185,593,185
2023-09-24 09:04:01.612883,120,0,149,0
2023-09-24 09:04:01.613226,188,27,249,27
2023-09-24 09:04:01.614882,0,55,67,55
2023-09-24 09:04:01.615184,287,16,365,16
2023-09-24 09:04:01.615409,176,4,353,4
2023-09-24 09:04:01.615616,536,40,599,40
2023-09-24 09:04:01.615825,234,10,429,10
2023-09-24 09:04:01.616030,182,16,236,16
2023-09-24 09:04:01.616219,360,29,406,29
2023-09-24 09:04:01.616439,48,40,89,40
2023-09-24 09:04:01.616679,378,42,414,42
2023-09-24 09:04:01.616888,532,17,591,17
2023-09-24 09:04:01.617089,224,51,299,51
2023-09-24 09:04:01.617293,0,50,72,50
2023-09-24 09:04:01.617532,192,25,207,25
2023-09-24 09:04:01.617729,560,70,599,70
2023-09-24 09:04:01.617931,360,32,407,32
2023-09-24 09:04:01.618125,252,20,303,20
2023-09-24 09:04:01.618330,176,3,410,3
2023-09-24 09:04:01.618560,188,28,230,28
2023-09-24 09:04:01.618751,69,31,99,31
2023-09-24 09:04:01.618994,16,2,27,2
2023-09-24 09:04:01.619189,212,29,319,29
2023-09-24 09:04:01.619372,224,56,307,56
2023-09-24 09:04:01.619568,478,126,581,126
2023-09-24 09:04:01.619774,476,122,553,122
2023-09-24 09:04:01.619968,48,19,64,19
2023-09-24 09:04:01.620152,180,9,213,9
2023-09-24 09:04:01.620341,52,39,89,39
2023-09-24 09:04:01.620518,568,138,599,138
2023-09-24 09:04:01.620693,0,69,51,69
2023-09-24 09:04:01.620915,357,76,433,76
2023-09-24 09:04:01.621204,488,143,583,143
2023-09-24 09:04:01.621515,71,16,151,16
2023-09-24 09:04:01.621863,221,23,321,23
2023-09-24 09:04:01.622110,582,141,599,141
2023-09-24 09:04:01.622333,572,77,599,77
2023-09-24 09:04:01.622568,476,132,595,132
2023-09-24 09:04:01.622871,418,74,503,74
2023-09-24 09:04:01.623153,0,64,55,64
2023-09-24 09:04:01.643605,134,31,147,31
2023-09-24 09:04:01.644234,0,9,34,9
2023-09-24 09:04:01.644769,388,53,455,53
2023-09-24 09:04:01.645398,237,72,299,72
2023-09-24 09:04:01.646136,13,3,27,3
2023-09-24 09:04:01.647104,84,28,105,28
2023-09-24 09:04:01.648111,0,26,23,26
2023-09-24 09:04:01.666912,263,62,301,62
2023-09-24 09:04:01.667295,309,19,324,19
2023-09-24 09:04:01.667566,182,21,222,21
2023-09-24 09:04:01.667760,228,62,299,62
2023-09-24 09:04:01.667966,545,127,599,127
2023-09-24 09:04:01.668177,412,72,491,72
2023-09-24 09:04:01.668375,478,184,596,184
2023-09-24 09:04:01.668591,0,39,23,39
2023-09-24 09:04:01.668782,0,48,22,48
2023-09-24 09:04:01.668987,0,49,79,49
2023-09-24 09:04:01.669174,484,184,599,184
2023-09-24 09:04:01.669383,356,38,422,38
2023-09-24 09:04:01.669579,0,5,12,5
2023-09-24 09:04:01.669771,526,2,568,2
2023-09-24 09:04:01.670026,530,14,583,14
2023-09-24 09:04:01.670352,42,47,79,47
2023-09-24 09:04:01.670625,180,0,431,0
2023-09-24 09:04:01.670856,492,6,547,6
2023-09-24 09:04:01.671142,398,62,471,62
2023-09-24 09:04:01.671438,412,55,455,55
2023-09-24 09:04:01.671677,456,105,527,105
2023-09-24 09:04:01.671896,134,33,147,33
2023-09-24 09:04:01.672155,18,142,95,142
2023-09-24 09:04:01.672551,284,41,315,41
2023-09-24 09:04:01.672962,8,70,139,70
2023-09-24 09:04:01.678862,524,246,599,246
2023-09-24 09:04:01.679404,404,69,491,69
2023-09-24 09:04:01.679797,568,135,595,135
2023-09-24 09:04:01.682217,236,70,299,70
2023-09-24 09:04:01.682634,52,32,78,32
2023-09-24 09:04:01.683124,99,23,109,23
2023-09-24 09:04:01.690236,136,15,151,15
2023-09-24 09:04:01.691130,219,20,251,20
2023-09-24 09:04:01.692895,533,20,547,20
2023-09-24 09:04:01.693375,564,74,599,74
2023-09-24 09:04:01.694036,237,16,257,16
2023-09-24 09:04:01.702166,241,48,270,48
2023-09-24 09:04:01.702507,16,134,97,134
2023-09-24 09:04:01.702815,572,79,599,79
2023-09-24 09:04:01.703095,234,53,252,53
2023-09-24 09:04:01.703423,281,55,307,55
2023-09-24 09:04:01.703811,271,45,315,45
2023-09-24 09:04:01.704216,224,40,254,40
2023-09-24 09:04:01.704609,231,68,299,68
2023-09-24 09:04:01.704964,75,37,147,37
2023-09-24 09:04:01.705337,198,9,286,9
2023-09-24 09:04:01.705714,54,10,151,10
2023-09-24 09:04:01.706120,0,22,27,22
2023-09-24 09:04:01.706468,456,104,527,104
2023-09-24 09:04:01.706850,48,43,89,43
2023-09-24 09:04:01.707182,246,42,268,42
2023-09-24 09:04:01.707524,72,34,99,34
2023-09-24 09:04:01.707872,456,109,531,109
2023-09-24 09:04:01.708251,395,37,423,37
2023-09-24 09:04:01.708635,112,0,150,0
2023-09-24 09:04:01.734084,348,28,398,28
2023-09-24 09:04:01.734531,52,29,83,29
2023-09-24 09:04:01.734922,592,29,598,29
2023-09-24 09:04:01.735404,532,250,599,250
2023-09-24 09:04:01.735876,361,30,407,30
2023-09-24 09:04:01.736338,293,58,305,58
2023-09-24 09:04:01.736761,280,37,319,37
2023-09-24 09:04:01.737155,548,61,599,61
2023-09-24 09:04:01.737502,52,25,62,25
2023-09-24 09:04:01.737850,48,19,77,19
2023-09-24 09:04:01.738190,548,55,599,55
2023-09-24 09:04:01.738564,484,172,591,172
2023-09-24 09:04:01.738923,360,34,414,34
2023-09-24 09:04:01.739275,442,63,470,63
2023-09-24 09:04:01.739654,48,2,75,2
2023-09-24 09:04:01.739925,276,39,317,39
2023-09-24 09:04:01.740158,0,76,45,76
2023-09-24 09:04:01.740388,188,8,244,8
2023-09-24 09:04:01.740604,375,94,458,94
2023-09-24 09:04:01.740901,276,80,295,80
2023-09-24 09:04:01.741151,0,63,59,63
2023-09-24 09:04:01.741383,281,47,315,47
2023-09-24 09:04:01.741599,224,42,257,42
2023-09-24 09:04:01.741805,15,13,27,13
2023-09-24 09:04:01.742042,0,71,29,71
2023-09-24 09:04:01.742281,335,22,399,22
2023-09-24 09:04:01.742507,354,5,442,5
2023-09-24 09:04:01.742742,136,17,149,17
2023-09-24 09:04:01.742973,424,84,519,84
2023-09-24 09:04:01.743205,51,27,99,27
2023-09-24 09:04:01.753905,1,6,27,6
2023-09-24 09:04:01.754829,592,29,596,29
2023-09-24 09:04:04.009404,188,9,425,9
2023-09-24 09:04:04.010204,182,5,439,5
2023-09-24 09:04:04.010617,188,11,431,11
2023-09-24 09:04:04.010938,0,0,21,0
2023-09-24 09:04:04.011822,132,3,151,3
2023-09-24 09:04:04.012246,184,6,433,6
2023-09-24 09:04:04.012525,468,4,599,4
2023-09-24 09:04:04.012774,468,2,599,2
2023-09-24 09:04:04.013424,180,1,441,1
2023-09-24 09:04:04.013867,180,0,449,0
2023-09-24 09:04:04.014182,180,3,433,3
2023-09-24 09:04:04.014511,410,222,599,222
2023-09-24 09:04:04.015197,375,226,599,226
2023-09-24 09:04:04.016095,418,218,599,218
2023-09-24 09:04:04.016708,479,3,497,3
2023-09-24 09:04:04.017165,52,31,99,31
2023-09-24 09:04:04.017694,188,14,423,14
2023-09-24 09:04:04.018171,0,29,23,29
2023-09-24 09:04:04.018690,188,6,439,6
2023-09-24 09:04:04.019444,372,46,435,46
2023-09-24 09:04:04.019996,352,22,394,22
2023-09-24 09:04:04.020458,190,24,323,24
2023-09-24 09:04:04.020819,212,40,319,40
2023-09-24 09:04:04.021281,422,214,599,214
2023-09-24 09:04:04.021667,190,12,431,12
2023-09-24 09:04:04.022017,522,11,599,11
2023-09-24 09:04:04.022305,548,54,599,54
2023-09-24 09:04:04.022596,210,35,319,35
2023-09-24 09:04:04.022896,432,212,599,212
2023-09-24 09:04:04.023254,356,42,426,42
2023-09-24 09:04:04.023892,224,33,319,33
2023-09-24 09:04:04.024263,212,41,315,41
2023-09-24 09:04:04.024626,540,46,599,46
2023-09-24 09:04:04.024986,372,49,443,49
2023-09-24 09:04:04.025373,48,41,85,41
2023-09-24 09:04:04.025666,211,23,280,23
2023-09-24 09:04:04.026022,388,55,447,55
2023-09-24 09:04:04.026306,212,43,315,43
2023-09-24 09:04:04.026592,370,47,435,47
2023-09-24 09:04:04.026867,52,16,79,16
2023-09-24 09:04:04.027237,372,44,427,44
2023-09-24 09:04:04.027620,52,24,109,24
2023-09-24 09:04:04.027936,435,209,599,209
2023-09-24 09:04:04.028290,373,104,475,104
2023-09-24 09:04:04.028668,188,4,413,4
2023-09-24 09:04:04.029051,46,21,149,21
2023-09-24 09:04:04.029416,354,30,402,30
2023-09-24 09:04:04.029737,216,47,315,47
2023-09-24 09:04:04.030131,400,59,457,59
2023-09-24 09:04:04.030482,43,9,151,9
2023-09-24 09:04:04.030852,0,23,19,23
2023-09-24 09:04:04.031282,447,205,599,205
2023-09-24 09:04:04.031902,134,30,147,30
2023-09-24 09:04:04.032309,188,8,394,8
2023-09-24 09:04:04.032705,0,42,85,42
2023-09-24 09:04:04.033004,520,232,599,232
2023-09-24 09:04:04.033574,52,25,110,25
2023-09-24 09:04:04.033944,224,54,305,54
2023-09-24 09:04:04.034468,225,27,319,27
2023-09-24 09:04:04.035079,488,5,503,5
2023-09-24 09:04:04.035654,462,194,595,194
2023-09-24 09:04:04.036303,455,201,599,201
2023-09-24 09:04:04.036709,44,12,151,12
2023-09-24 09:04:04.037106,184,4,316,4
2023-09-24 09:04:04.037440,0,11,19,11
2023-09-24 09:04:04.037815,524,5,568,5
2023-09-24 09:04:04.038231,42,7,151,7
2023-09-24 09:04:04.038691,192,25,230,25
2023-09-24 09:04:04.039219,188,25,252,25
2023-09-24 09:04:04.039696,132,35,147,35
2023-09-24 09:04:04.040136,358,36,415,36
2023-09-24 09:04:04.040510,492,5,537,5
2023-09-24 09:04:04.040929,588,1,599,1
2023-09-24 09:04:04.041504,0,52,73,52
2023-09-24 09:04:04.042326,472,123,571,123
2023-09-24 09:04:04.043129,81,22,113,22
2023-09-24 09:04:04.044286,526,236,599,236
2023-09-24 09:04:04.055279,228,60,299,60
2023-09-24 09:04:04.055918,554,35,599,35
2023-09-24 09:04:04.056510,116,2,151,2
2023-09-24 09:04:04.057048,532,14,583,14
2023-09-24 09:04:04.057543,25,51,58,51
2023-09-24 09:04:04.057950,470,186,591,186
2023-09-24 09:04:04.058278,520,7,575,7
2023-09-24 09:04:04.058556,192,31,231,31
2023-09-24 09:04:04.058854,574,1,587,1
2023-09-24 09:04:04.059133,354,29,403,29
2023-09-24 09:04:04.059437,41,5,151,5
2023-09-24 09:04:04.060057,564,73,599,73
2023-09-24 09:04:04.060483,52,25,72,25
2023-09-24 09:04:04.060796,480,129,579,129
2023-09-24 09:04:04.061097,228,44,315,44
2023-09-24 09:04:04.061392,540,42,599,42
2023-09-24 09:04:04.061666,47,24,149,24
2023-09-24 09:04:04.062078,0,18,19,18
2023-09-24 09:04:04.062531,354,31,403,31
2023-09-24 09:04:04.062830,556,65,599,65
2023-09-24 09:04:04.063214,226,53,294,53
2023-09-24 09:04:04.063767,278,36,319,36
2023-09-24 09:04:04.065928,188,13,376,13
2023-09-24 09:04:04.066620,224,37,246,37
2023-09-24 09:04:04.067080,0,59,63,59
2023-09-24 09:04:04.067552,0,53,48,53
2023-09-24 09:04:04.067980,552,55,599,55
2023-09-24 09:04:04.068469,126,56,139,56
2023-09-24 09:04:04.068876,240,50,277,50
2023-09-24 09:04:04.069415,388,49,425,49
2023-09-24 09:04:04.070132,0,57,61,57
2023-09-24 09:04:04.070619,228,58,299,58
2023-09-24 09:04:04.071029,396,57,433,57
2023-09-24 09:04:04.071711,477,187,599,187
2023-09-24 09:04:04.072081,269,19,337,19
2023-09-24 09:04:04.072565,180,2,441,2
2023-09-24 09:04:04.073016,188,7,443,7
2023-09-24 09:04:04.073586,576,80,599,80
2023-09-24 09:04:04.074024,52,34,97,34
2023-09-24 09:04:04.074482,52,24,104,24
2023-09-24 09:04:04.075004,287,42,313,42
2023-09-24 09:04:04.075698,90,20,113,20
2023-09-24 09:04:04.076792,281,23,323,23
2023-09-24 09:04:04.077177,232,57,285,57
2023-09-24 09:04:04.077498,128,51,141,51
2023-09-24 09:04:04.077840,283,48,315,48
2023-09-24 09:04:04.078148,414,71,495,71
2023-09-24 09:04:04.078465,220,43,237,43
2023-09-24 09:04:04.078745,524,238,599,238
2023-09-24 09:04:04.078970,424,77,495,77
2023-09-24 09:04:04.079211,100,90,135,90
2023-09-24 09:04:04.079472,236,64,295,64
2023-09-24 09:04:04.079679,508,0,562,0
2023-09-24 09:04:04.079958,242,39,279,39
2023-09-24 09:04:04.080175,536,16,583,16
2023-09-24 09:04:04.080381,38,129,96,129
2023-09-24 09:04:04.080684,257,26,319,26
2023-09-24 09:04:04.081220,250,35,284,35
2023-09-24 09:04:04.081677,550,58,599,58
2023-09-24 09:04:04.082111,550,29,599,29
2023-09-24 09:04:04.082801,358,34,413,34
2023-09-24 09:04:04.085164,266,52,279,52
2023-09-24 09:04:04.088932,469,0,506,0
2023-09-24 09:04:04.089258,544,47,599,47
2023-09-24 09:04:04.089497,66,32,147,32
2023-09-24 09:04:04.089810,479,185,599,185
2023-09-24 09:04:04.090091,291,41,308,41
2023-09-24 09:04:04.091424,0,61,55,61
2023-09-24 09:04:04.091979,279,25,290,25
2023-09-24 09:04:04.092428,428,83,507,83
2023-09-24 09:04:04.092753,0,42,31,42
2023-09-24 09:04:04.093081,412,61,463,61
2023-09-24 09:04:04.093588,222,43,256,43
2023-09-24 09:04:04.093999,404,59,456,59
2023-09-24 09:04:04.094440,352,26,398,26
2023-09-24 09:04:04.100557,53,30,101,30
2023-09-24 09:04:04.101361,477,184,592,184
2023-09-24 09:04:04.102093,4,14,19,14
2023-09-24 09:04:04.103102,0,33,23,33
2023-09-24 09:04:04.109475,0,49,71,49
2023-09-24 09:04:04.109756,414,63,463,63
2023-09-24 09:04:04.109949,11,157,86,157
2023-09-24 09:04:04.110160,0,71,49,71
2023-09-24 09:04:04.110342,48,41,77,41
2023-09-24 09:04:04.110521,261,55,303,55
2023-09-24 09:04:04.110702,52,24,62,24
2023-09-24 09:04:04.110874,493,144,599,144
2023-09-24 09:04:04.111056,560,66,599,66
2023-09-24 09:04:04.111231,344,20,395,20
2023-09-24 09:04:04.113189,103,76,137,76
2023-09-24 09:04:04.113471,486,138,599,138
2023-09-24 09:04:04.113694,397,51,443,51
2023-09-24 09:04:04.113878,524,228,599,228
2023-09-24 09:04:04.114096,228,51,248,51
2023-09-24 09:04:04.114287,482,127,577,127
2023-09-24 09:04:04.114465,338,15,422,15
2023-09-24 09:04:04.114639,404,58,444,58
2023-09-24 09:04:04.114854,188,10,339,10
2023-09-24 09:04:04.115110,0,10,19,10
2023-09-24 09:04:04.115416,485,135,589,135
2023-09-24 09:04:04.115734,522,8,575,8
2023-09-24 09:04:04.116110,33,149,84,149
2023-09-24 09:04:04.116511,74,44,143,44
2023-09-24 09:04:04.116915,233,53,307,53
2023-09-24 09:04:04.117319,128,67,139,67
2023-09-24 09:04:04.123440,282,29,319,29
2023-09-24 09:04:04.123926,536,21,585,21
2023-09-24 09:04:04.124134,492,140,599,140
2023-09-24 09:04:04.124340,224,48,253,48
2023-09-24 09:04:04.124516,238,27,252,27
2023-09-24 09:04:04.124713,232,33,249,33
2023-09-24 09:04:04.124982,52,40,86,40
2023-09-24 09:04:04.125264,0,28,19,28
2023-09-24 09:04:04.125521,360,40,372,40
2023-09-24 09:04:04.125705,481,126,577,126
2023-09-24 09:04:04.125889,52,32,99,32
2023-09-24 09:04:04.126060,50,23,109,23
2023-09-24 09:04:04.126230,0,52,20,52
2023-09-24 09:04:04.126392,440,62,462,62
2023-09-24 09:04:04.126562,190,26,214,26
2023-09-24 09:04:04.126729,37,141,89,141
2023-09-24 09:04:04.678274,180,7,463,7
2023-09-24 09:04:04.678745,460,2,599,2
2023-09-24 09:04:04.678953,452,0,595,0
2023-09-24 09:04:04.679138,488,4,599,4
2023-09-24 09:04:04.679320,182,3,574,3
2023-09-24 09:04:04.679505,186,10,437,10
2023-09-24 09:04:04.679687,492,6,599,6
2023-09-24 09:04:04.679865,508,12,599,12
2023-09-24 09:04:04.680039,188,33,319,33
2023-09-24 09:04:04.680220,460,1,599,1
2023-09-24 09:04:04.680393,373,226,599,226
2023-09-24 09:04:04.680609,188,14,427,14
2023-09-24 09:04:04.680794,182,6,457,6
2023-09-24 09:04:04.680971,377,20,397,20
2023-09-24 09:04:04.681247,0,14,19,14
2023-09-24 09:04:04.681543,381,22,403,22
2023-09-24 09:04:04.681918,568,79,599,79
2023-09-24 09:04:04.682236,52,13,79,13
2023-09-24 09:04:04.682466,508,229,599,229
2023-09-24 09:04:04.682694,203,17,399,17
2023-09-24 09:04:04.682956,498,9,599,9
2023-09-24 09:04:04.683179,406,222,599,222
2023-09-24 09:04:04.683495,134,26,147,26
2023-09-24 09:04:04.683780,421,215,599,215
2023-09-24 09:04:04.684134,52,27,105,27
2023-09-24 09:04:04.684451,0,21,19,21
2023-09-24 09:04:04.684759,372,47,439,47
2023-09-24 09:04:04.685255,192,38,319,38
2023-09-24 09:04:04.685916,134,27,147,27
2023-09-24 09:04:04.686841,52,22,113,22
2023-09-24 09:04:04.687142,418,218,599,218
2023-09-24 09:04:04.687363,225,19,270,19
2023-09-24 09:04:04.687538,436,204,595,204
2023-09-24 09:04:04.687738,198,40,319,40
2023-09-24 09:04:04.687919,446,204,599,204
2023-09-24 09:04:04.688115,180,3,443,3
2023-09-24 09:04:04.688293,52,25,89,25
2023-09-24 09:04:04.688461,196,48,317,48
2023-09-24 09:04:04.688635,484,55,499,55
2023-09-24 09:04:04.688801,396,55,455,55
2023-09-24 09:04:04.688976,448,202,599,202
2023-09-24 09:04:04.689171,52,25,109,25
2023-09-24 09:04:04.689344,48,4,75,4
2023-09-24 09:04:04.689511,424,212,599,212
2023-09-24 09:04:04.689716,544,64,599,64
2023-09-24 09:04:04.689888,226,29,319,29
2023-09-24 09:04:04.690058,232,23,323,23
2023-09-24 09:04:04.690235,260,40,313,40
2023-09-24 09:04:04.690409,220,51,315,51
2023-09-24 09:04:04.690580,220,48,308,48
2023-09-24 09:04:04.690745,368,100,468,100
2023-09-24 09:04:04.690952,192,34,319,34
2023-09-24 09:04:04.691134,404,61,471,61
2023-09-24 09:04:04.691302,277,49,315,49
2023-09-24 09:04:04.692165,180,4,443,4
2023-09-24 09:04:04.692529,522,14,588,14
2023-09-24 09:04:04.692798,558,69,599,69
2023-09-24 09:04:04.693087,220,56,307,56
2023-09-24 09:04:04.693507,270,42,315,42
2023-09-24 09:04:04.693897,214,40,240,40
2023-09-24 09:04:04.694243,542,52,599,52
2023-09-24 09:04:04.694602,346,22,394,22
2023-09-24 09:04:04.694910,128,47,143,47
2023-09-24 09:04:04.695226,192,39,319,39
2023-09-24 09:04:04.695584,532,40,599,40
2023-09-24 09:04:04.695905,412,68,507,68
2023-09-24 09:04:04.696164,234,11,449,11
2023-09-24 09:04:04.696597,255,27,319,27
2023-09-24 09:04:04.696829,43,30,147,30
2023-09-24 09:04:04.697066,532,44,599,44
2023-09-24 09:04:04.697251,42,8,151,8
2023-09-24 09:04:04.697482,305,164,590,164
2023-09-24 09:04:04.697706,192,37,319,37
2023-09-24 09:04:04.697886,536,46,599,46
2023-09-24 09:04:04.698060,196,40,279,40
2023-09-24 09:04:04.698240,532,43,599,43
2023-09-24 09:04:04.698405,228,43,269,43
2023-09-24 09:04:04.698608,224,59,303,59
2023-09-24 09:04:04.698787,540,50,599,50
2023-09-24 09:04:04.698955,0,47,79,47
2023-09-24 09:04:04.699122,536,45,599,45
2023-09-24 09:04:04.699292,269,10,298,10
2023-09-24 09:04:04.699462,524,236,599,236
2023-09-24 09:04:04.699643,230,60,303,60
2023-09-24 09:04:04.699820,356,37,425,37
2023-09-24 09:04:04.699995,220,44,315,44
2023-09-24 09:04:04.700254,188,5,402,5
2023-09-24 09:04:04.700560,211,13,345,13
2023-09-24 09:04:04.700875,468,194,599,194
2023-09-24 09:04:04.701257,0,54,65,54
2023-09-24 09:04:04.701668,569,48,599,48
2023-09-24 09:04:04.701941,41,123,100,123
2023-09-24 09:04:04.702150,451,195,597,195
2023-09-24 09:04:04.702351,221,51,234,51
2023-09-24 09:04:04.702530,416,70,513,70
2023-09-24 09:04:04.702700,52,18,115,18
2023-09-24 09:04:04.702867,223,41,315,41
2023-09-24 09:04:04.703036,522,17,593,17
2023-09-24 09:04:04.703209,416,69,513,69
2023-09-24 09:04:04.703409,45,63,139,63
2023-09-24 09:04:04.703652,546,56,599,56
2023-09-24 09:04:04.703829,536,47,599,47
2023-09-24 09:04:04.704004,52,27,97,27
2023-09-24 09:04:04.704176,396,58,459,58
2023-09-24 09:04:04.704346,348,33,413,33
2023-09-24 09:04:04.704509,275,28,319,28
2023-09-24 09:04:04.704675,0,30,23,30
2023-09-24 09:04:04.704835,470,182,590,182
2023-09-24 09:04:04.705021,188,6,345,6
2023-09-24 09:04:04.705188,0,40,23,40
2023-09-24 09:04:04.705352,0,53,57,53
2023-09-24 09:04:04.705517,44,37,145,37
2023-09-24 09:04:04.705729,398,14,413,14
2023-09-24 09:04:04.705903,522,20,589,20
2023-09-24 09:04:04.706069,199,31,219,31
2023-09-24 09:04:04.706265,220,47,288,47
2023-09-24 09:04:04.706435,380,46,421,46
2023-09-24 09:04:04.706600,0,45,79,45
2023-09-24 09:04:04.706764,428,79,521,79
2023-09-24 09:04:04.706929,361,84,445,84
2023-09-24 09:04:04.707108,52,39,91,39
2023-09-24 09:04:04.707271,114,41,142,41
2023-09-24 09:04:04.707443,270,23,288,23
2023-09-24 09:04:04.707618,259,54,311,54
2023-09-24 09:04:04.707785,134,11,151,11
2023-09-24 09:04:04.707948,180,2,445,2
2023-09-24 09:04:04.708119,232,65,297,65
2023-09-24 09:04:04.708283,430,71,507,71
2023-09-24 09:04:04.708446,563,8,577,8
2023-09-24 09:04:04.708629,230,62,295,62
2023-09-24 09:04:04.708906,36,137,92,137
2023-09-24 09:04:04.709292,48,0,79,0
2023-09-24 09:04:04.709636,0,62,59,62
2023-09-24 09:04:04.709942,0,42,31,42
2023-09-24 09:04:04.710265,488,140,598,140
2023-09-24 09:04:04.710592,344,24,395,24
2023-09-24 09:04:04.710903,290,34,311,34
2023-09-24 09:04:04.711244,556,67,599,67
2023-09-24 09:04:04.711582,348,25,399,25
2023-09-24 09:04:04.712129,563,6,581,6
2023-09-24 09:04:04.712466,0,72,51,72
2023-09-24 09:04:04.712764,239,44,276,44
2023-09-24 09:04:04.713010,275,47,307,47
2023-09-24 09:04:04.713247,356,36,415,36
2023-09-24 09:04:04.713650,0,58,61,58
2023-09-24 09:04:04.713955,0,67,49,67
2023-09-24 09:04:04.714249,238,56,265,56
2023-09-24 09:04:04.714715,303,18,359,18
2023-09-24 09:04:04.715011,364,47,381,47
2023-09-24 09:04:04.715224,228,59,298,59
2023-09-24 09:04:04.715418,522,24,589,24
2023-09-24 09:04:04.715601,540,26,595,26
2023-09-24 09:04:04.715780,477,187,599,187
2023-09-24 09:04:04.716023,528,243,599,243
2023-09-24 09:04:04.716228,0,33,23,33
2023-09-24 09:04:04.716419,180,1,445,1
2023-09-24 09:04:04.716600,136,15,151,15
2023-09-24 09:04:04.716783,263,33,290,33
2023-09-24 09:04:04.716963,572,137,599,137
2023-09-24 09:04:04.717134,568,74,599,74
2023-09-24 09:04:04.717301,542,33,599,33
2023-09-24 09:04:04.717469,0,73,47,73
2023-09-24 09:04:04.717670,546,60,599,60
2023-09-24 09:04:04.717908,401,42,437,42
